,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:37622 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030618667,2022-05-28 03:23:12.397207499+02:00,2022-05-28 03:23:12.427826166+02:00,2022-05-28 03:23:12.397207499+02:00,2022-05-28 03:23:12.427826166+02:00,2022-05-28 03:23:12.397261381+02:00,2022-05-28 03:23:12.427778006+02:00,0 days 00:00:00.030618667,0 days 00:00:00.030516625,37622,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:12.389"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:37626 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.042446375,2022-05-28 03:23:15.887837410+02:00,2022-05-28 03:23:15.930283785+02:00,2022-05-28 03:23:15.887837410+02:00,2022-05-28 03:23:15.930283785+02:00,2022-05-28 03:23:15.887950897+02:00,2022-05-28 03:23:15.930225611+02:00,0 days 00:00:00.042446375,0 days 00:00:00.042274714,37626,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:15.877"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.490629911
2,TCP 127.0.0.1:37628 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.042259693,2022-05-28 03:23:19.382139206+02:00,2022-05-28 03:23:19.424398899+02:00,2022-05-28 03:23:19.382139206+02:00,2022-05-28 03:23:19.424398899+02:00,2022-05-28 03:23:19.382213354+02:00,2022-05-28 03:23:19.424338341+02:00,0 days 00:00:00.042259693,0 days 00:00:00.042124987,37628,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:19.371"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.494301796
3,TCP 127.0.0.1:37630 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.042548895,2022-05-28 03:23:22.896866798+02:00,2022-05-28 03:23:22.939415693+02:00,2022-05-28 03:23:22.896866798+02:00,2022-05-28 03:23:22.939415693+02:00,2022-05-28 03:23:22.896938801+02:00,2022-05-28 03:23:22.939357996+02:00,0 days 00:00:00.042548895,0 days 00:00:00.042419195,37630,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:22.886"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.514727592
4,TCP 127.0.0.1:37632 > 127.0.0.1:80,1064,1208,2272,0 days 00:00:00.020179033,2022-05-28 03:23:23.405452013+02:00,2022-05-28 03:23:23.425631046+02:00,2022-05-28 03:23:23.405452013+02:00,2022-05-28 03:23:23.425631046+02:00,2022-05-28 03:23:23.405524492+02:00,2022-05-28 03:23:23.425571680+02:00,0 days 00:00:00.020179033,0 days 00:00:00.020047188,37632,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""2"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-28T01:23Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Smart plug 2"", ""swversion"": ""09-22-2020"", ""type"": ""Smart plug"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01""}, ""e"": ""changed"", ""id"": ""2"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01""}}",0.508585215
5,TCP 127.0.0.1:37634 > 127.0.0.1:80,1080,1208,2288,0 days 00:00:00.026043415,2022-05-28 03:23:24.300345898+02:00,2022-05-28 03:23:24.326389313+02:00,2022-05-28 03:23:24.300345898+02:00,2022-05-28 03:23:24.326389313+02:00,2022-05-28 03:23:24.300417900+02:00,2022-05-28 03:23:24.326334238+02:00,0 days 00:00:00.026043415,0 days 00:00:00.025916338,37634,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""4"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-28T01:23Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Consumption 4"", ""swversion"": ""09-22-2020"", ""type"": ""ZHAConsumption"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0702""}, ""e"": ""changed"", ""id"": ""4"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0702""}}",0.894893885
6,TCP 127.0.0.1:37636 > 127.0.0.1:80,1068,1208,2276,0 days 00:00:00.020511150,2022-05-28 03:23:24.326216698+02:00,2022-05-28 03:23:24.346727848+02:00,2022-05-28 03:23:24.326216698+02:00,2022-05-28 03:23:24.346727848+02:00,2022-05-28 03:23:24.326281786+02:00,2022-05-28 03:23:24.346668482+02:00,0 days 00:00:00.020511150,0 days 00:00:00.020386696,37636,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""5"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-28T01:23Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Power 5"", ""swversion"": ""09-22-2020"", ""type"": ""ZHAPower"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}, ""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",0.0258708
7,TCP 127.0.0.1:37640 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026900053,2022-05-28 03:23:26.380176306+02:00,2022-05-28 03:23:26.407076359+02:00,2022-05-28 03:23:26.380176306+02:00,2022-05-28 03:23:26.407076359+02:00,2022-05-28 03:23:26.380225897+02:00,2022-05-28 03:23:26.407039881+02:00,0 days 00:00:00.026900053,0 days 00:00:00.026813984,37640,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:26.372"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.053959608
8,TCP 127.0.0.1:37642 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.041571379,2022-05-28 03:23:29.885766983+02:00,2022-05-28 03:23:29.927338362+02:00,2022-05-28 03:23:29.885766983+02:00,2022-05-28 03:23:29.927338362+02:00,2022-05-28 03:23:29.885838747+02:00,2022-05-28 03:23:29.927295923+02:00,0 days 00:00:00.041571379,0 days 00:00:00.041457176,37642,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:29.875"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.505590677
9,TCP 127.0.0.1:37644 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.041925430,2022-05-28 03:23:33.385675669+02:00,2022-05-28 03:23:33.427601099+02:00,2022-05-28 03:23:33.385675669+02:00,2022-05-28 03:23:33.427601099+02:00,2022-05-28 03:23:33.385747433+02:00,2022-05-28 03:23:33.427542686+02:00,0 days 00:00:00.041925430,0 days 00:00:00.041795253,37644,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T01:23:33.374"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.499908686
