,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:33008 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.021731377,2022-05-28 17:53:09.782629728+02:00,2022-05-28 17:53:09.804361105+02:00,2022-05-28 17:53:09.782629728+02:00,2022-05-28 17:53:09.804361105+02:00,2022-05-28 17:53:09.782673359+02:00,2022-05-28 17:53:09.804333687+02:00,0 days 00:00:00.021731377,0 days 00:00:00.021660328,33008,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:09.777"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:33010 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.032179355,2022-05-28 17:53:12.676900864+02:00,2022-05-28 17:53:12.709080219+02:00,2022-05-28 17:53:12.676900864+02:00,2022-05-28 17:53:12.709080219+02:00,2022-05-28 17:53:12.676951170+02:00,2022-05-28 17:53:12.709042788+02:00,0 days 00:00:00.032179355,0 days 00:00:00.032091618,33010,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:12.669"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.894271136
2,TCP 127.0.0.1:33012 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027149439,2022-05-28 17:53:15.775384188+02:00,2022-05-28 17:53:15.802533627+02:00,2022-05-28 17:53:15.775384188+02:00,2022-05-28 17:53:15.802533627+02:00,2022-05-28 17:53:15.775438309+02:00,2022-05-28 17:53:15.802490473+02:00,0 days 00:00:00.027149439,0 days 00:00:00.027052164,33012,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:15.768"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.098483324
3,TCP 127.0.0.1:33016 > 127.0.0.1:80,1079,1208,2287,0 days 00:00:00.011757612,2022-05-28 17:53:16.242256165+02:00,2022-05-28 17:53:16.254013777+02:00,2022-05-28 17:53:16.242256165+02:00,2022-05-28 17:53:16.254013777+02:00,2022-05-28 17:53:16.242300272+02:00,2022-05-28 17:53:16.253982066+02:00,0 days 00:00:00.011757612,0 days 00:00:00.011681794,33016,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""6"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-28T15:53Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Fire 6"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHAFire"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}, ""e"": ""changed"", ""id"": ""6"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}}",
4,TCP 127.0.0.1:33018 > 127.0.0.1:80,1093,1208,2301,0 days 00:00:00.009546043,2022-05-28 17:53:16.262263297+02:00,2022-05-28 17:53:16.271809340+02:00,2022-05-28 17:53:16.262263297+02:00,2022-05-28 17:53:16.271809340+02:00,2022-05-28 17:53:16.262301922+02:00,2022-05-28 17:53:16.271783113+02:00,0 days 00:00:00.009546043,0 days 00:00:00.009481191,33018,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""7"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-28T15:53Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Temperature 7"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHATemperature"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}, ""e"": ""changed"", ""id"": ""7"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}}",0.020007132
5,TCP 127.0.0.1:33020 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026635647,2022-05-28 17:53:18.678179502+02:00,2022-05-28 17:53:18.704815149+02:00,2022-05-28 17:53:18.678179502+02:00,2022-05-28 17:53:18.704815149+02:00,2022-05-28 17:53:18.678233147+02:00,2022-05-28 17:53:18.704777241+02:00,0 days 00:00:00.026635647,0 days 00:00:00.026544094,33020,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:18.670"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.902795314
6,TCP 127.0.0.1:33022 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.032961607,2022-05-28 17:53:21.980252981+02:00,2022-05-28 17:53:22.013214588+02:00,2022-05-28 17:53:21.980252981+02:00,2022-05-28 17:53:22.013214588+02:00,2022-05-28 17:53:21.980302811+02:00,2022-05-28 17:53:22.013175964+02:00,0 days 00:00:00.032961607,0 days 00:00:00.032873153,33022,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:21.973"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.302073479
7,TCP 127.0.0.1:33024 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026122808,2022-05-28 17:53:24.883247614+02:00,2022-05-28 17:53:24.909370422+02:00,2022-05-28 17:53:24.883247614+02:00,2022-05-28 17:53:24.909370422+02:00,2022-05-28 17:53:24.883299828+02:00,2022-05-28 17:53:24.909326792+02:00,0 days 00:00:00.026122808,0 days 00:00:00.026026964,33024,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:24.875"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.902994633
8,TCP 127.0.0.1:33028 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030485630,2022-05-28 17:53:28.779787064+02:00,2022-05-28 17:53:28.810272694+02:00,2022-05-28 17:53:28.779787064+02:00,2022-05-28 17:53:28.810272694+02:00,2022-05-28 17:53:28.779842138+02:00,2022-05-28 17:53:28.810229778+02:00,0 days 00:00:00.030485630,0 days 00:00:00.030387640,33028,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:28.772"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.89653945
9,TCP 127.0.0.1:33030 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029147625,2022-05-28 17:53:31.684476137+02:00,2022-05-28 17:53:31.713623762+02:00,2022-05-28 17:53:31.684476137+02:00,2022-05-28 17:53:31.713623762+02:00,2022-05-28 17:53:31.684529066+02:00,2022-05-28 17:53:31.713582993+02:00,0 days 00:00:00.029147625,0 days 00:00:00.029053927,33030,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:31.676"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.904689073
10,TCP 127.0.0.1:33032 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030669690,2022-05-28 17:53:33.883591890+02:00,2022-05-28 17:53:33.914261580+02:00,2022-05-28 17:53:33.883591890+02:00,2022-05-28 17:53:33.914261580+02:00,2022-05-28 17:53:33.883641481+02:00,2022-05-28 17:53:33.914224863+02:00,0 days 00:00:00.030669690,0 days 00:00:00.030583382,33032,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:33.875"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.199115753
11,TCP 127.0.0.1:33034 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029847861,2022-05-28 17:53:35.780335903+02:00,2022-05-28 17:53:35.810183764+02:00,2022-05-28 17:53:35.780335903+02:00,2022-05-28 17:53:35.810183764+02:00,2022-05-28 17:53:35.780391216+02:00,2022-05-28 17:53:35.810142279+02:00,0 days 00:00:00.029847861,0 days 00:00:00.029751063,33034,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:35.772"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",1.896744013
12,TCP 127.0.0.1:33038 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027104377,2022-05-28 17:53:38.682889462+02:00,2022-05-28 17:53:38.709993839+02:00,2022-05-28 17:53:38.682889462+02:00,2022-05-28 17:53:38.709993839+02:00,2022-05-28 17:53:38.682937622+02:00,2022-05-28 17:53:38.709956169+02:00,0 days 00:00:00.027104377,0 days 00:00:00.027018547,33038,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:38.675"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.902553559
13,TCP 127.0.0.1:33040 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026340723,2022-05-28 17:53:41.778274536+02:00,2022-05-28 17:53:41.804615259+02:00,2022-05-28 17:53:41.778274536+02:00,2022-05-28 17:53:41.804615259+02:00,2022-05-28 17:53:41.778323650+02:00,2022-05-28 17:53:41.804574966+02:00,0 days 00:00:00.026340723,0 days 00:00:00.026251316,33040,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:41.771"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.095385074
14,TCP 127.0.0.1:33042 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028861522,2022-05-28 17:53:44.681326628+02:00,2022-05-28 17:53:44.710188150+02:00,2022-05-28 17:53:44.681326628+02:00,2022-05-28 17:53:44.710188150+02:00,2022-05-28 17:53:44.681375504+02:00,2022-05-28 17:53:44.710148096+02:00,0 days 00:00:00.028861522,0 days 00:00:00.028772592,33042,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:44.673"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.903052092
15,TCP 127.0.0.1:33046 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026353121,2022-05-28 17:53:47.780478954+02:00,2022-05-28 17:53:47.806832075+02:00,2022-05-28 17:53:47.780478954+02:00,2022-05-28 17:53:47.806832075+02:00,2022-05-28 17:53:47.780529737+02:00,2022-05-28 17:53:47.806795359+02:00,0 days 00:00:00.026353121,0 days 00:00:00.026265622,33046,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:47.773"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.099152326
16,TCP 127.0.0.1:33048 > 127.0.0.1:80,1069,1208,2277,0 days 00:00:00.012883902,2022-05-28 17:53:48.353748798+02:00,2022-05-28 17:53:48.366632700+02:00,2022-05-28 17:53:48.353748798+02:00,2022-05-28 17:53:48.366632700+02:00,2022-05-28 17:53:48.353797436+02:00,2022-05-28 17:53:48.366590261+02:00,0 days 00:00:00.012883902,0 days 00:00:00.012792825,33048,6.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""1"", ""lastannounced"": null, ""lastseen"": ""2022-05-28T15:53Z"", ""manufacturername"": ""dresden elektronik"", ""modelid"": ""ConBee II"", ""name"": ""Configuration tool 1"", ""swversion"": ""0x00000000"", ""type"": ""Configuration tool"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}, ""e"": ""changed"", ""id"": ""1"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}}",
17,TCP 127.0.0.1:33050 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028790474,2022-05-28 17:53:50.682219982+02:00,2022-05-28 17:53:50.711010456+02:00,2022-05-28 17:53:50.682219982+02:00,2022-05-28 17:53:50.711010456+02:00,2022-05-28 17:53:50.682274580+02:00,2022-05-28 17:53:50.710968733+02:00,0 days 00:00:00.028790474,0 days 00:00:00.028694153,33050,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T15:53:50.674"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.901741028
