,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:50446 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026289939,2022-05-28 14:53:10.385503531+02:00,2022-05-28 14:53:10.411793470+02:00,2022-05-28 14:53:10.385503531+02:00,2022-05-28 14:53:10.411793470+02:00,2022-05-28 14:53:10.385559797+02:00,2022-05-28 14:53:10.411753654+02:00,0 days 00:00:00.026289939,0 days 00:00:00.026193857,50446,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:10.377"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:50450 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029147864,2022-05-28 14:53:13.283524513+02:00,2022-05-28 14:53:13.312672377+02:00,2022-05-28 14:53:13.283524513+02:00,2022-05-28 14:53:13.312672377+02:00,2022-05-28 14:53:13.283578396+02:00,2022-05-28 14:53:13.312628031+02:00,0 days 00:00:00.029147864,0 days 00:00:00.029049635,50450,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:13.275"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.898020982
2,TCP 127.0.0.1:50452 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026601315,2022-05-28 14:53:18.780185699+02:00,2022-05-28 14:53:18.806787014+02:00,2022-05-28 14:53:18.780185699+02:00,2022-05-28 14:53:18.806787014+02:00,2022-05-28 14:53:18.780236244+02:00,2022-05-28 14:53:18.806745768+02:00,0 days 00:00:00.026601315,0 days 00:00:00.026509524,50452,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:18.773"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",5.496661186
3,TCP 127.0.0.1:50456 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026372194,2022-05-28 14:53:23.288859844+02:00,2022-05-28 14:53:23.315232038+02:00,2022-05-28 14:53:23.288859844+02:00,2022-05-28 14:53:23.315232038+02:00,2022-05-28 14:53:23.288905144+02:00,2022-05-28 14:53:23.315196753+02:00,0 days 00:00:00.026372194,0 days 00:00:00.026291609,50456,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:23.281"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",4.508674145
4,TCP 127.0.0.1:50458 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026455164,2022-05-28 14:53:26.179625034+02:00,2022-05-28 14:53:26.206080198+02:00,2022-05-28 14:53:26.179625034+02:00,2022-05-28 14:53:26.206080198+02:00,2022-05-28 14:53:26.179675102+02:00,2022-05-28 14:53:26.206043243+02:00,0 days 00:00:00.026455164,0 days 00:00:00.026368141,50458,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:26.172"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.89076519
5,TCP 127.0.0.1:50460 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027518034,2022-05-28 14:53:29.888376951+02:00,2022-05-28 14:53:29.915894985+02:00,2022-05-28 14:53:29.888376951+02:00,2022-05-28 14:53:29.915894985+02:00,2022-05-28 14:53:29.888434887+02:00,2022-05-28 14:53:29.915853977+02:00,0 days 00:00:00.027518034,0 days 00:00:00.027419090,50460,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:29.880"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.708751917
6,TCP 127.0.0.1:50462 > 127.0.0.1:80,875,1208,2083,0 days 00:00:00.017609598,2022-05-28 14:53:30.259395598+02:00,2022-05-28 14:53:30.277005196+02:00,2022-05-28 14:53:30.259395598+02:00,2022-05-28 14:53:30.277005196+02:00,2022-05-28 14:53:30.259453058+02:00,2022-05-28 14:53:30.276962280+02:00,0 days 00:00:00.017609598,0 days 00:00:00.017509222,50462,2.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""7"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:30.250"", ""temperature"": 2600}, ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}}",
7,TCP 127.0.0.1:50466 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026658774,2022-05-28 14:53:32.785896778+02:00,2022-05-28 14:53:32.812555552+02:00,2022-05-28 14:53:32.785896778+02:00,2022-05-28 14:53:32.812555552+02:00,2022-05-28 14:53:32.785948277+02:00,2022-05-28 14:53:32.812516451+02:00,0 days 00:00:00.026658774,0 days 00:00:00.026568174,50466,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:32.778"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.897519827
8,TCP 127.0.0.1:50468 > 127.0.0.1:80,1069,1208,2277,0 days 00:00:00.012517214,2022-05-28 14:53:34.913578272+02:00,2022-05-28 14:53:34.926095486+02:00,2022-05-28 14:53:34.913578272+02:00,2022-05-28 14:53:34.926095486+02:00,2022-05-28 14:53:34.913631916+02:00,2022-05-28 14:53:34.926058292+02:00,0 days 00:00:00.012517214,0 days 00:00:00.012426376,50468,6.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""1"", ""lastannounced"": null, ""lastseen"": ""2022-05-28T12:53Z"", ""manufacturername"": ""dresden elektronik"", ""modelid"": ""ConBee II"", ""name"": ""Configuration tool 1"", ""swversion"": ""0x00000000"", ""type"": ""Configuration tool"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}, ""e"": ""changed"", ""id"": ""1"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}}",
9,TCP 127.0.0.1:50470 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026553631,2022-05-28 14:53:35.681638956+02:00,2022-05-28 14:53:35.708192587+02:00,2022-05-28 14:53:35.681638956+02:00,2022-05-28 14:53:35.708192587+02:00,2022-05-28 14:53:35.681689978+02:00,2022-05-28 14:53:35.708150625+02:00,0 days 00:00:00.026553631,0 days 00:00:00.026460647,50470,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T12:53:35.674"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.895742178
