,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:40872 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.025306464,2022-05-27 20:23:10.875533342+02:00,2022-05-27 20:23:10.900839806+02:00,2022-05-27 20:23:10.875533342+02:00,2022-05-27 20:23:10.900839806+02:00,2022-05-27 20:23:10.875581741+02:00,2022-05-27 20:23:10.900798798+02:00,0 days 00:00:00.025306464,0 days 00:00:00.025217057,40872,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:10.868"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:40874 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029435157,2022-05-27 20:23:14.377659798+02:00,2022-05-27 20:23:14.407094955+02:00,2022-05-27 20:23:14.377659798+02:00,2022-05-27 20:23:14.407094955+02:00,2022-05-27 20:23:14.377713919+02:00,2022-05-27 20:23:14.407054663+02:00,0 days 00:00:00.029435157,0 days 00:00:00.029340744,40874,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:14.369"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.502126456
2,TCP 127.0.0.1:40876 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.041944981,2022-05-27 20:23:17.283014774+02:00,2022-05-27 20:23:17.324959755+02:00,2022-05-27 20:23:17.283014774+02:00,2022-05-27 20:23:17.324959755+02:00,2022-05-27 20:23:17.283086538+02:00,2022-05-27 20:23:17.324901104+02:00,0 days 00:00:00.041944981,0 days 00:00:00.041814566,40876,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:17.272"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.905354976
3,TCP 127.0.0.1:40880 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.038829088,2022-05-27 20:23:21.178594828+02:00,2022-05-27 20:23:21.217423916+02:00,2022-05-27 20:23:21.178594828+02:00,2022-05-27 20:23:21.217423916+02:00,2022-05-27 20:23:21.178666830+02:00,2022-05-27 20:23:21.217373610+02:00,0 days 00:00:00.038829088,0 days 00:00:00.038706780,40880,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:21.168"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.895580054
4,TCP 127.0.0.1:40882 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.024854421,2022-05-27 20:23:23.877353430+02:00,2022-05-27 20:23:23.902207851+02:00,2022-05-27 20:23:23.877353430+02:00,2022-05-27 20:23:23.902207851+02:00,2022-05-27 20:23:23.877403259+02:00,2022-05-27 20:23:23.902167559+02:00,0 days 00:00:00.024854421,0 days 00:00:00.024764300,40882,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:23.870"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.698758602
5,TCP 127.0.0.1:40884 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.039741278,2022-05-27 20:23:26.784624338+02:00,2022-05-27 20:23:26.824365616+02:00,2022-05-27 20:23:26.784624338+02:00,2022-05-27 20:23:26.824365616+02:00,2022-05-27 20:23:26.784696579+02:00,2022-05-27 20:23:26.824304581+02:00,0 days 00:00:00.039741278,0 days 00:00:00.039608002,40884,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:26.773"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.907270908
6,TCP 127.0.0.1:40888 > 127.0.0.1:80,1069,1208,2277,0 days 00:00:00.016878843,2022-05-27 20:23:28.731834650+02:00,2022-05-27 20:23:28.748713493+02:00,2022-05-27 20:23:28.731834650+02:00,2022-05-27 20:23:28.748713493+02:00,2022-05-27 20:23:28.731892586+02:00,2022-05-27 20:23:28.748663187+02:00,0 days 00:00:00.016878843,0 days 00:00:00.016770601,40888,6.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""1"", ""lastannounced"": null, ""lastseen"": ""2022-05-27T18:23Z"", ""manufacturername"": ""dresden elektronik"", ""modelid"": ""ConBee II"", ""name"": ""Configuration tool 1"", ""swversion"": ""0x00000000"", ""type"": ""Configuration tool"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}, ""e"": ""changed"", ""id"": ""1"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}}",
7,TCP 127.0.0.1:40890 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.037024975,2022-05-27 20:23:30.687091112+02:00,2022-05-27 20:23:30.724116087+02:00,2022-05-27 20:23:30.687091112+02:00,2022-05-27 20:23:30.724116087+02:00,2022-05-27 20:23:30.687164307+02:00,2022-05-27 20:23:30.724064589+02:00,0 days 00:00:00.037024975,0 days 00:00:00.036900282,40890,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:30.676"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.902466774
8,TCP 127.0.0.1:40892 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.038800002,2022-05-27 20:23:32.882871389+02:00,2022-05-27 20:23:32.921671391+02:00,2022-05-27 20:23:32.882871389+02:00,2022-05-27 20:23:32.921671391+02:00,2022-05-27 20:23:32.882941008+02:00,2022-05-27 20:23:32.921612978+02:00,0 days 00:00:00.038800002,0 days 00:00:00.038671970,40892,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:32.871"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.195780277
9,TCP 127.0.0.1:40894 > 127.0.0.1:80,1064,1208,2272,0 days 00:00:00.018697023,2022-05-27 20:23:34.028935671+02:00,2022-05-27 20:23:34.047632694+02:00,2022-05-27 20:23:34.028935671+02:00,2022-05-27 20:23:34.047632694+02:00,2022-05-27 20:23:34.028993607+02:00,2022-05-27 20:23:34.047582150+02:00,0 days 00:00:00.018697023,0 days 00:00:00.018588543,40894,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""2"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-27T18:23Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Smart plug 2"", ""swversion"": ""09-22-2020"", ""type"": ""Smart plug"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01""}, ""e"": ""changed"", ""id"": ""2"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01""}}",1.146064282
10,TCP 127.0.0.1:40896 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028113842,2022-05-27 20:23:36.380771160+02:00,2022-05-27 20:23:36.408885002+02:00,2022-05-27 20:23:36.380771160+02:00,2022-05-27 20:23:36.408885002+02:00,2022-05-27 20:23:36.380824804+02:00,2022-05-27 20:23:36.408844948+02:00,0 days 00:00:00.028113842,0 days 00:00:00.028020144,40896,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T18:23:36.373"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.351835489
11,TCP 127.0.0.1:40898 > 127.0.0.1:80,1079,1208,2287,0 days 00:00:00.022305250,2022-05-27 20:23:38.033071518+02:00,2022-05-27 20:23:38.055376768+02:00,2022-05-27 20:23:38.033071518+02:00,2022-05-27 20:23:38.055376768+02:00,2022-05-27 20:23:38.033145665+02:00,2022-05-27 20:23:38.055334330+02:00,0 days 00:00:00.022305250,0 days 00:00:00.022188665,40898,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""6"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-27T18:23Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Fire 6"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHAFire"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}, ""e"": ""changed"", ""id"": ""6"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}}",
