,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:36580 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.032848120,2022-05-28 18:53:10.390865564+02:00,2022-05-28 18:53:10.423713684+02:00,2022-05-28 18:53:10.390865564+02:00,2022-05-28 18:53:10.423713684+02:00,2022-05-28 18:53:10.390919685+02:00,2022-05-28 18:53:10.423675299+02:00,0 days 00:00:00.032848120,0 days 00:00:00.032755614,36580,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:10.383"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:36582 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028665781,2022-05-28 18:53:13.277263641+02:00,2022-05-28 18:53:13.305929422+02:00,2022-05-28 18:53:13.277263641+02:00,2022-05-28 18:53:13.305929422+02:00,2022-05-28 18:53:13.277364016+02:00,2022-05-28 18:53:13.305883646+02:00,0 days 00:00:00.028665781,0 days 00:00:00.028519630,36582,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:13.269"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.886398077
2,TCP 127.0.0.1:36584 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030104876,2022-05-28 18:53:16.786126375+02:00,2022-05-28 18:53:16.816231251+02:00,2022-05-28 18:53:16.786126375+02:00,2022-05-28 18:53:16.816231251+02:00,2022-05-28 18:53:16.786179304+02:00,2022-05-28 18:53:16.816188097+02:00,0 days 00:00:00.030104876,0 days 00:00:00.030008793,36584,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:16.777"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.508862734
3,TCP 127.0.0.1:36588 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.019307137,2022-05-28 18:53:20.284463882+02:00,2022-05-28 18:53:20.303771019+02:00,2022-05-28 18:53:20.284463882+02:00,2022-05-28 18:53:20.303771019+02:00,2022-05-28 18:53:20.284501076+02:00,2022-05-28 18:53:20.303741932+02:00,0 days 00:00:00.019307137,0 days 00:00:00.019240856,36588,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:20.278"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.498337507
4,TCP 127.0.0.1:36590 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029838085,2022-05-28 18:53:23.785661221+02:00,2022-05-28 18:53:23.815499306+02:00,2022-05-28 18:53:23.785661221+02:00,2022-05-28 18:53:23.815499306+02:00,2022-05-28 18:53:23.785717010+02:00,2022-05-28 18:53:23.815460682+02:00,0 days 00:00:00.029838085,0 days 00:00:00.029743672,36590,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:23.777"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.501197339
5,TCP 127.0.0.1:36592 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030667067,2022-05-28 18:53:27.286666870+02:00,2022-05-28 18:53:27.317333937+02:00,2022-05-28 18:53:27.286666870+02:00,2022-05-28 18:53:27.317333937+02:00,2022-05-28 18:53:27.286720514+02:00,2022-05-28 18:53:27.317293167+02:00,0 days 00:00:00.030667067,0 days 00:00:00.030572653,36592,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:27.278"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.501005649
6,TCP 127.0.0.1:36596 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029590845,2022-05-28 18:53:30.783150673+02:00,2022-05-28 18:53:30.812741518+02:00,2022-05-28 18:53:30.783150673+02:00,2022-05-28 18:53:30.812741518+02:00,2022-05-28 18:53:30.783202887+02:00,2022-05-28 18:53:30.812695503+02:00,0 days 00:00:00.029590845,0 days 00:00:00.029492616,36596,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:30.775"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.496483803
7,TCP 127.0.0.1:36598 > 127.0.0.1:80,1069,1208,2277,0 days 00:00:00.013863086,2022-05-28 18:53:31.202572823+02:00,2022-05-28 18:53:31.216435909+02:00,2022-05-28 18:53:31.202572823+02:00,2022-05-28 18:53:31.216435909+02:00,2022-05-28 18:53:31.202661037+02:00,2022-05-28 18:53:31.216392756+02:00,0 days 00:00:00.013863086,0 days 00:00:00.013731719,36598,6.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""1"", ""lastannounced"": null, ""lastseen"": ""2022-05-28T16:53Z"", ""manufacturername"": ""dresden elektronik"", ""modelid"": ""ConBee II"", ""name"": ""Configuration tool 1"", ""swversion"": ""0x00000000"", ""type"": ""Configuration tool"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}, ""e"": ""changed"", ""id"": ""1"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}}",
8,TCP 127.0.0.1:36600 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029669523,2022-05-28 18:53:34.279786825+02:00,2022-05-28 18:53:34.309456348+02:00,2022-05-28 18:53:34.279786825+02:00,2022-05-28 18:53:34.309456348+02:00,2022-05-28 18:53:34.279839039+02:00,2022-05-28 18:53:34.309415817+02:00,0 days 00:00:00.029669523,0 days 00:00:00.029576778,36600,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:34.271"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.496636152
9,TCP 127.0.0.1:36602 > 127.0.0.1:80,1064,1208,2272,0 days 00:00:00.013087273,2022-05-28 18:53:36.496835947+02:00,2022-05-28 18:53:36.509923220+02:00,2022-05-28 18:53:36.496835947+02:00,2022-05-28 18:53:36.509923220+02:00,2022-05-28 18:53:36.496888638+02:00,2022-05-28 18:53:36.509886265+02:00,0 days 00:00:00.013087273,0 days 00:00:00.012997627,36602,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""2"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-28T16:53Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Smart plug 2"", ""swversion"": ""09-22-2020"", ""type"": ""Smart plug"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01""}, ""e"": ""changed"", ""id"": ""2"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01""}}",2.217049122
10,TCP 127.0.0.1:36604 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028279543,2022-05-28 18:53:37.784397125+02:00,2022-05-28 18:53:37.812676668+02:00,2022-05-28 18:53:37.784397125+02:00,2022-05-28 18:53:37.812676668+02:00,2022-05-28 18:53:37.784451962+02:00,2022-05-28 18:53:37.812629461+02:00,0 days 00:00:00.028279543,0 days 00:00:00.028177499,36604,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:37.776"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",1.287561178
11,TCP 127.0.0.1:36608 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030204296,2022-05-28 18:53:41.281009436+02:00,2022-05-28 18:53:41.311213732+02:00,2022-05-28 18:53:41.281009436+02:00,2022-05-28 18:53:41.311213732+02:00,2022-05-28 18:53:41.281052828+02:00,2022-05-28 18:53:41.311168671+02:00,0 days 00:00:00.030204296,0 days 00:00:00.030115843,36608,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:41.273"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.496612311
12,TCP 127.0.0.1:36610 > 127.0.0.1:80,1079,1208,2287,0 days 00:00:00.014303923,2022-05-28 18:53:41.558411598+02:00,2022-05-28 18:53:41.572715521+02:00,2022-05-28 18:53:41.558411598+02:00,2022-05-28 18:53:41.572715521+02:00,2022-05-28 18:53:41.558459997+02:00,2022-05-28 18:53:41.572665453+02:00,0 days 00:00:00.014303923,0 days 00:00:00.014205456,36610,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""6"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-28T16:53Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Fire 6"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHAFire"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}, ""e"": ""changed"", ""id"": ""6"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}}",
13,TCP 127.0.0.1:36612 > 127.0.0.1:80,1093,1208,2301,0 days 00:00:00.013404370,2022-05-28 18:53:41.580298185+02:00,2022-05-28 18:53:41.593702555+02:00,2022-05-28 18:53:41.580298185+02:00,2022-05-28 18:53:41.593702555+02:00,2022-05-28 18:53:41.580347300+02:00,2022-05-28 18:53:41.593660355+02:00,0 days 00:00:00.013404370,0 days 00:00:00.013313055,36612,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""7"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-28T16:53Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Temperature 7"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHATemperature"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}, ""e"": ""changed"", ""id"": ""7"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}}",0.021886587
14,TCP 127.0.0.1:36614 > 127.0.0.1:80,875,1208,2083,0 days 00:00:00.018914223,2022-05-28 18:53:44.891950130+02:00,2022-05-28 18:53:44.910864353+02:00,2022-05-28 18:53:44.891950130+02:00,2022-05-28 18:53:44.910864353+02:00,2022-05-28 18:53:44.892003059+02:00,2022-05-28 18:53:44.910817862+02:00,0 days 00:00:00.018914223,0 days 00:00:00.018814803,36614,2.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""7"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:44.883"", ""temperature"": 3200}, ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}}",3.311651945
15,TCP 127.0.0.1:36616 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029652596,2022-05-28 18:53:45.780118465+02:00,2022-05-28 18:53:45.809771061+02:00,2022-05-28 18:53:45.780118465+02:00,2022-05-28 18:53:45.809771061+02:00,2022-05-28 18:53:45.780172110+02:00,2022-05-28 18:53:45.809730053+02:00,0 days 00:00:00.029652596,0 days 00:00:00.029557943,36616,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:45.772"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",4.499109029
16,TCP 127.0.0.1:36618 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027073860,2022-05-28 18:53:49.284845829+02:00,2022-05-28 18:53:49.311919689+02:00,2022-05-28 18:53:49.284845829+02:00,2022-05-28 18:53:49.311919689+02:00,2022-05-28 18:53:49.284894228+02:00,2022-05-28 18:53:49.311880827+02:00,0 days 00:00:00.027073860,0 days 00:00:00.026986599,36618,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:49.277"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.504727364
17,TCP 127.0.0.1:36620 > 127.0.0.1:80,1080,1208,2288,0 days 00:00:00.017050504,2022-05-28 18:53:50.319816113+02:00,2022-05-28 18:53:50.336866617+02:00,2022-05-28 18:53:50.319816113+02:00,2022-05-28 18:53:50.336866617+02:00,2022-05-28 18:53:50.319868088+02:00,2022-05-28 18:53:50.336824894+02:00,0 days 00:00:00.017050504,0 days 00:00:00.016956806,36620,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""4"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-28T16:53Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Consumption 4"", ""swversion"": ""09-22-2020"", ""type"": ""ZHAConsumption"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0702""}, ""e"": ""changed"", ""id"": ""4"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0702""}}",1.034970284
18,TCP 127.0.0.1:36622 > 127.0.0.1:80,1068,1208,2276,0 days 00:00:00.018236875,2022-05-28 18:53:50.343551159+02:00,2022-05-28 18:53:50.361788034+02:00,2022-05-28 18:53:50.343551159+02:00,2022-05-28 18:53:50.361788034+02:00,2022-05-28 18:53:50.343601465+02:00,2022-05-28 18:53:50.361733437+02:00,0 days 00:00:00.018236875,0 days 00:00:00.018131972,36622,3.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""5"", ""lastannounced"": ""2022-05-19T11:58:48Z"", ""lastseen"": ""2022-05-28T16:53Z"", ""manufacturername"": ""LUMI"", ""modelid"": ""lumi.plug.maeu01"", ""name"": ""Power 5"", ""swversion"": ""09-22-2020"", ""type"": ""ZHAPower"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}, ""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",0.023735046
19,TCP 127.0.0.1:36626 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028702975,2022-05-28 18:53:52.186427116+02:00,2022-05-28 18:53:52.215130091+02:00,2022-05-28 18:53:52.186427116+02:00,2022-05-28 18:53:52.215130091+02:00,2022-05-28 18:53:52.186485052+02:00,2022-05-28 18:53:52.215088129+02:00,0 days 00:00:00.028702975,0 days 00:00:00.028603077,36626,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:52.178"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",1.842875957
20,TCP 127.0.0.1:36628 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027660609,2022-05-28 18:53:56.379403114+02:00,2022-05-28 18:53:56.407063723+02:00,2022-05-28 18:53:56.379403114+02:00,2022-05-28 18:53:56.407063723+02:00,2022-05-28 18:53:56.379455805+02:00,2022-05-28 18:53:56.407025099+02:00,0 days 00:00:00.027660609,0 days 00:00:00.027569294,36628,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:53:56.371"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",4.192975998
21,TCP 127.0.0.1:36632 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.020305156,2022-05-28 18:54:00.881764889+02:00,2022-05-28 18:54:00.902070045+02:00,2022-05-28 18:54:00.881764889+02:00,2022-05-28 18:54:00.902070045+02:00,2022-05-28 18:54:00.881804228+02:00,2022-05-28 18:54:00.902043581+02:00,0 days 00:00:00.020305156,0 days 00:00:00.020239353,36632,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T16:54:00.876"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",4.502361775
