,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:49268 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.035148143,2022-05-28 22:23:10.683178902+02:00,2022-05-28 22:23:10.718327045+02:00,2022-05-28 22:23:10.683178902+02:00,2022-05-28 22:23:10.718327045+02:00,2022-05-28 22:23:10.683228731+02:00,2022-05-28 22:23:10.718289137+02:00,0 days 00:00:00.035148143,0 days 00:00:00.035060406,49268,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:10.675"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:49272 > 127.0.0.1:80,1069,1208,2277,0 days 00:00:00.012975454,2022-05-28 22:23:12.960254908+02:00,2022-05-28 22:23:12.973230362+02:00,2022-05-28 22:23:12.960254908+02:00,2022-05-28 22:23:12.973230362+02:00,2022-05-28 22:23:12.960308075+02:00,2022-05-28 22:23:12.973193884+02:00,0 days 00:00:00.012975454,0 days 00:00:00.012885809,49272,6.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""1"", ""lastannounced"": null, ""lastseen"": ""2022-05-28T20:23Z"", ""manufacturername"": ""dresden elektronik"", ""modelid"": ""ConBee II"", ""name"": ""Configuration tool 1"", ""swversion"": ""0x00000000"", ""type"": ""Configuration tool"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}, ""e"": ""changed"", ""id"": ""1"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}}",
2,TCP 127.0.0.1:49274 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027514697,2022-05-28 22:23:13.777113914+02:00,2022-05-28 22:23:13.804628611+02:00,2022-05-28 22:23:13.777113914+02:00,2022-05-28 22:23:13.804628611+02:00,2022-05-28 22:23:13.777165174+02:00,2022-05-28 22:23:13.804586649+02:00,0 days 00:00:00.027514697,0 days 00:00:00.027421475,49274,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:13.769"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.093935012
3,TCP 127.0.0.1:49276 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.031344175,2022-05-28 22:23:16.681788206+02:00,2022-05-28 22:23:16.713132381+02:00,2022-05-28 22:23:16.681788206+02:00,2022-05-28 22:23:16.713132381+02:00,2022-05-28 22:23:16.681850195+02:00,2022-05-28 22:23:16.713091612+02:00,0 days 00:00:00.031344175,0 days 00:00:00.031241417,49276,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:16.671"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.904674292
4,TCP 127.0.0.1:49278 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026874065,2022-05-28 22:23:19.781511307+02:00,2022-05-28 22:23:19.808385372+02:00,2022-05-28 22:23:19.781511307+02:00,2022-05-28 22:23:19.808385372+02:00,2022-05-28 22:23:19.781562090+02:00,2022-05-28 22:23:19.808331490+02:00,0 days 00:00:00.026874065,0 days 00:00:00.026769400,49278,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:19.774"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.099723101
5,TCP 127.0.0.1:49280 > 127.0.0.1:80,1079,1208,2287,0 days 00:00:00.013497352,2022-05-28 22:23:21.123694420+02:00,2022-05-28 22:23:21.137191772+02:00,2022-05-28 22:23:21.123694420+02:00,2022-05-28 22:23:21.137191772+02:00,2022-05-28 22:23:21.123743534+02:00,2022-05-28 22:23:21.137147665+02:00,0 days 00:00:00.013497352,0 days 00:00:00.013404131,49280,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""6"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-28T20:23Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Fire 6"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHAFire"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}, ""e"": ""changed"", ""id"": ""6"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-23-0500""}}",
6,TCP 127.0.0.1:49282 > 127.0.0.1:80,1093,1208,2301,0 days 00:00:00.014702082,2022-05-28 22:23:21.145891428+02:00,2022-05-28 22:23:21.160593510+02:00,2022-05-28 22:23:21.145891428+02:00,2022-05-28 22:23:21.160593510+02:00,2022-05-28 22:23:21.145944834+02:00,2022-05-28 22:23:21.160533428+02:00,0 days 00:00:00.014702082,0 days 00:00:00.014588594,49282,2.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""7"", ""lastannounced"": ""2022-05-23T14:52:16Z"", ""lastseen"": ""2022-05-28T20:23Z"", ""manufacturername"": ""Develco Products A/S"", ""modelid"": ""SMSZB-120"", ""name"": ""Temperature 7"", ""swversion"": ""20210911 12:20"", ""type"": ""ZHATemperature"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}, ""e"": ""changed"", ""id"": ""7"", ""r"": ""sensors"", ""t"": ""event"", ""uniqueid"": ""00:15:bc:00:31:00:c2:e8-26-0402""}}",0.022197008
7,TCP 127.0.0.1:49286 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.031937123,2022-05-28 22:23:22.687787771+02:00,2022-05-28 22:23:22.719724894+02:00,2022-05-28 22:23:22.687787771+02:00,2022-05-28 22:23:22.719724894+02:00,2022-05-28 22:23:22.687849283+02:00,2022-05-28 22:23:22.719671965+02:00,0 days 00:00:00.031937123,0 days 00:00:00.031822682,49286,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:22.679"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.906276464
8,TCP 127.0.0.1:49288 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027838468,2022-05-28 22:23:25.783696175+02:00,2022-05-28 22:23:25.811534643+02:00,2022-05-28 22:23:25.783696175+02:00,2022-05-28 22:23:25.811534643+02:00,2022-05-28 22:23:25.783747911+02:00,2022-05-28 22:23:25.811498880+02:00,0 days 00:00:00.027838468,0 days 00:00:00.027750969,49288,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:25.776"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.095908404
9,TCP 127.0.0.1:49290 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029495716,2022-05-28 22:23:28.678070545+02:00,2022-05-28 22:23:28.707566261+02:00,2022-05-28 22:23:28.678070545+02:00,2022-05-28 22:23:28.707566261+02:00,2022-05-28 22:23:28.678124189+02:00,2022-05-28 22:23:28.707515955+02:00,0 days 00:00:00.029495716,0 days 00:00:00.029391766,49290,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T20:23:28.669"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.89437437
