,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:60548 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.019305944,2022-05-28 01:53:10.875578165+02:00,2022-05-28 01:53:10.894884109+02:00,2022-05-28 01:53:10.875578165+02:00,2022-05-28 01:53:10.894884109+02:00,2022-05-28 01:53:10.875616550+02:00,2022-05-28 01:53:10.894857168+02:00,0 days 00:00:00.019305944,0 days 00:00:00.019240618,60548,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:10.870"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:60550 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.041280270,2022-05-28 01:53:13.799514532+02:00,2022-05-28 01:53:13.840794802+02:00,2022-05-28 01:53:13.799514532+02:00,2022-05-28 01:53:13.840794802+02:00,2022-05-28 01:53:13.799587727+02:00,2022-05-28 01:53:13.840754271+02:00,0 days 00:00:00.041280270,0 days 00:00:00.041166544,60550,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:13.788"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.923936367
2,TCP 127.0.0.1:60552 > 127.0.0.1:80,1069,1208,2277,0 days 00:00:00.019649029,2022-05-28 01:53:14.095114231+02:00,2022-05-28 01:53:14.114763260+02:00,2022-05-28 01:53:14.095114231+02:00,2022-05-28 01:53:14.114763260+02:00,2022-05-28 01:53:14.095189571+02:00,2022-05-28 01:53:14.114703894+02:00,0 days 00:00:00.019649029,0 days 00:00:00.019514323,60552,6.0,12,"{""00212EFFFF0820B0"": {""attr"": {""id"": ""1"", ""lastannounced"": null, ""lastseen"": ""2022-05-27T23:53Z"", ""manufacturername"": ""dresden elektronik"", ""modelid"": ""ConBee II"", ""name"": ""Configuration tool 1"", ""swversion"": ""0x00000000"", ""type"": ""Configuration tool"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}, ""e"": ""changed"", ""id"": ""1"", ""r"": ""lights"", ""t"": ""event"", ""uniqueid"": ""00:21:2e:ff:ff:08:20:b0-01""}}",
3,TCP 127.0.0.1:60554 > 127.0.0.1:80,874,1208,2082,0 days 00:00:00.096614122,2022-05-28 01:53:17.700022221+02:00,2022-05-28 01:53:17.796636343+02:00,2022-05-28 01:53:17.700022221+02:00,2022-05-28 01:53:17.796636343+02:00,2022-05-28 01:53:17.700094700+02:00,2022-05-28 01:53:17.796601057+02:00,0 days 00:00:00.096614122,0 days 00:00:00.096506357,60554,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""4"", ""r"": ""sensors"", ""state"": {""consumption"": 352, ""lastupdated"": ""2022-05-27T23:53:17.688""}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0702""}}",3.900507689
4,TCP 127.0.0.1:60556 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.040170431,2022-05-28 01:53:17.721985102+02:00,2022-05-28 01:53:17.762155533+02:00,2022-05-28 01:53:17.721985102+02:00,2022-05-28 01:53:17.762155533+02:00,2022-05-28 01:53:17.722059011+02:00,2022-05-28 01:53:17.762111902+02:00,0 days 00:00:00.040170431,0 days 00:00:00.040052891,60556,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:17.690"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",0.021962881
5,TCP 127.0.0.1:60564 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.041544199,2022-05-28 01:53:20.398562908+02:00,2022-05-28 01:53:20.440107107+02:00,2022-05-28 01:53:20.398562908+02:00,2022-05-28 01:53:20.440107107+02:00,2022-05-28 01:53:20.398635149+02:00,2022-05-28 01:53:20.440057039+02:00,0 days 00:00:00.041544199,0 days 00:00:00.041421890,60564,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:20.387"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.676577806
6,TCP 127.0.0.1:60568 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.040897608,2022-05-28 01:53:23.281738281+02:00,2022-05-28 01:53:23.322635889+02:00,2022-05-28 01:53:23.281738281+02:00,2022-05-28 01:53:23.322635889+02:00,2022-05-28 01:53:23.281812668+02:00,2022-05-28 01:53:23.322566509+02:00,0 days 00:00:00.040897608,0 days 00:00:00.040753841,60568,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:23.271"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.883175373
7,TCP 127.0.0.1:60570 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.042658329,2022-05-28 01:53:27.188308716+02:00,2022-05-28 01:53:27.230967045+02:00,2022-05-28 01:53:27.188308716+02:00,2022-05-28 01:53:27.230967045+02:00,2022-05-28 01:53:27.188381195+02:00,2022-05-28 01:53:27.230926752+02:00,0 days 00:00:00.042658329,0 days 00:00:00.042545557,60570,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:27.177"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.906570435
8,TCP 127.0.0.1:60572 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.039512396,2022-05-28 01:53:29.387104511+02:00,2022-05-28 01:53:29.426616907+02:00,2022-05-28 01:53:29.387104511+02:00,2022-05-28 01:53:29.426616907+02:00,2022-05-28 01:53:29.387177229+02:00,2022-05-28 01:53:29.426557302+02:00,0 days 00:00:00.039512396,0 days 00:00:00.039380073,60572,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:29.376"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.198795795
9,TCP 127.0.0.1:60576 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.039689303,2022-05-28 01:53:32.884584665+02:00,2022-05-28 01:53:32.924273968+02:00,2022-05-28 01:53:32.884584665+02:00,2022-05-28 01:53:32.924273968+02:00,2022-05-28 01:53:32.884657621+02:00,2022-05-28 01:53:32.924216509+02:00,0 days 00:00:00.039689303,0 days 00:00:00.039558888,60576,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-27T23:53:32.873"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.497480154
