,Session,Taille_up,Taille_down,Taille,Delta,StartTime,EndTime,StartTime_sup,EndTime_sup,StartTime_inf,EndTime_inf,Delta_sup,Delta_inf,Dongle_port,SensorId,NumberOfPackets,Info,sleep
0,TCP 127.0.0.1:46872 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.028833627,2022-05-28 13:53:10.884518862+02:00,2022-05-28 13:53:10.913352489+02:00,2022-05-28 13:53:10.884518862+02:00,2022-05-28 13:53:10.913352489+02:00,2022-05-28 13:53:10.884572983+02:00,2022-05-28 13:53:10.913313866+02:00,0 days 00:00:00.028833627,0 days 00:00:00.028740883,46872,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:10.876"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",
1,TCP 127.0.0.1:46874 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.029077768,2022-05-28 13:53:15.378988028+02:00,2022-05-28 13:53:15.408065796+02:00,2022-05-28 13:53:15.378988028+02:00,2022-05-28 13:53:15.408065796+02:00,2022-05-28 13:53:15.379039049+02:00,2022-05-28 13:53:15.408028841+02:00,0 days 00:00:00.029077768,0 days 00:00:00.028989792,46874,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:15.371"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",4.494469166
2,TCP 127.0.0.1:46878 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.021892548,2022-05-28 13:53:18.285467386+02:00,2022-05-28 13:53:18.307359934+02:00,2022-05-28 13:53:18.285467386+02:00,2022-05-28 13:53:18.307359934+02:00,2022-05-28 13:53:18.285507679+02:00,2022-05-28 13:53:18.307332993+02:00,0 days 00:00:00.021892548,0 days 00:00:00.021825314,46878,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:18.280"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",2.906479358
3,TCP 127.0.0.1:46880 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.031973600,2022-05-28 13:53:21.782623053+02:00,2022-05-28 13:53:21.814596653+02:00,2022-05-28 13:53:21.782623053+02:00,2022-05-28 13:53:21.814596653+02:00,2022-05-28 13:53:21.782697916+02:00,2022-05-28 13:53:21.814553261+02:00,0 days 00:00:00.031973600,0 days 00:00:00.031855345,46880,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:21.774"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.497155667
4,TCP 127.0.0.1:46882 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026825905,2022-05-28 13:53:25.278085947+02:00,2022-05-28 13:53:25.304911852+02:00,2022-05-28 13:53:25.278085947+02:00,2022-05-28 13:53:25.304911852+02:00,2022-05-28 13:53:25.278138399+02:00,2022-05-28 13:53:25.304864883+02:00,0 days 00:00:00.026825905,0 days 00:00:00.026726484,46882,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:25.271"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.495462894
5,TCP 127.0.0.1:46886 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.019875526,2022-05-28 13:53:28.777841330+02:00,2022-05-28 13:53:28.797716856+02:00,2022-05-28 13:53:28.777841330+02:00,2022-05-28 13:53:28.797716856+02:00,2022-05-28 13:53:28.777879238+02:00,2022-05-28 13:53:28.797689199+02:00,0 days 00:00:00.019875526,0 days 00:00:00.019809961,46886,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:28.772"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.499755383
6,TCP 127.0.0.1:46888 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.027667284,2022-05-28 13:53:32.282029390+02:00,2022-05-28 13:53:32.309696674+02:00,2022-05-28 13:53:32.282029390+02:00,2022-05-28 13:53:32.309696674+02:00,2022-05-28 13:53:32.282083988+02:00,2022-05-28 13:53:32.309656858+02:00,0 days 00:00:00.027667284,0 days 00:00:00.027572870,46888,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:32.274"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.50418806
7,TCP 127.0.0.1:46890 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026014328,2022-05-28 13:53:35.784213781+02:00,2022-05-28 13:53:35.810228109+02:00,2022-05-28 13:53:35.784213781+02:00,2022-05-28 13:53:35.810228109+02:00,2022-05-28 13:53:35.784264565+02:00,2022-05-28 13:53:35.810189962+02:00,0 days 00:00:00.026014328,0 days 00:00:00.025925397,46890,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:35.776"", ""power"": 3}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.502184391
8,TCP 127.0.0.1:46894 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.030550718,2022-05-28 13:53:39.280415535+02:00,2022-05-28 13:53:39.310966253+02:00,2022-05-28 13:53:39.280415535+02:00,2022-05-28 13:53:39.310966253+02:00,2022-05-28 13:53:39.280464888+02:00,2022-05-28 13:53:39.310927153+02:00,0 days 00:00:00.030550718,0 days 00:00:00.030462265,46894,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:39.273"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.496201754
9,TCP 127.0.0.1:46896 > 127.0.0.1:80,866,1208,2074,0 days 00:00:00.026384592,2022-05-28 13:53:42.784363508+02:00,2022-05-28 13:53:42.810748100+02:00,2022-05-28 13:53:42.784363508+02:00,2022-05-28 13:53:42.810748100+02:00,2022-05-28 13:53:42.784449577+02:00,2022-05-28 13:53:42.810710430+02:00,0 days 00:00:00.026384592,0 days 00:00:00.026260853,46896,3.0,12,"{""00212EFFFF0820B0"": {""e"": ""changed"", ""id"": ""5"", ""r"": ""sensors"", ""state"": {""lastupdated"": ""2022-05-28T11:53:42.776"", ""power"": 4}, ""t"": ""event"", ""uniqueid"": ""54:ef:44:10:00:3a:65:d6-01-0b04""}}",3.503947973
